age,banking_seniority_years,client_status_is_new,interaction_frequency_rare,dependents_count,has_spouse,spouse_income,is_married,is_employed_cdi,is_unemployed,job_seniority_years,job_stability_high,job_stability_low,monthly_income,monthly_expenses,existing_debt,debt_monthly_payment,debt_ratio,available_savings,has_banking_incidents,major_banking_incidents,amount_requested,duration_months,is_real_estate,is_investment,is_comfort_expense,stress_level,urgency_level,project_clarity,engagement_level,low_coherence,external_pressure,short_term_only,risk_professional_instability,risk_high_debt,risk_spouse_dependency,risk_non_priority,risk_excessive_urgency,risk_incoherent,total_risk_flags,global_risk_high,repayment_capacity_insufficient,expense_ratio,credit_to_income_ratio,default
66,0.3,1,1,0,0,0.0,0,1,0,13.2,1,0,2646.29,1600.93,28663.69,1100.14,0.416,4849.64,0,0,6989.74,12,0,0,0,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.605,0.22,0
30,0.5,1,1,2,0,0.0,0,1,0,3.6,0,0,3431.43,2425.41,0.0,0.0,0.0,6493.79,0,0,1000.0,36,0,0,0,4,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0.707,0.024,0
43,1.4,0,0,0,1,3560.21,1,1,0,25.3,1,0,3579.58,1598.35,0.0,0.0,0.0,420.23,0,0,2448.62,36,0,0,0,4,2,4,3,1,0,0,0,0,0,0,0,1,1,0,0,0.447,0.057,0
39,1.4,0,1,1,1,2750.73,1,0,0,7.7,1,0,1462.75,1066.44,0.0,0.0,0.0,915.85,0,0,1430.95,36,0,0,0,4,4,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0.729,0.082,0
41,6.8,0,0,0,1,2529.13,1,1,0,6.1,1,0,4701.14,1949.22,0.0,0.0,0.0,1033.16,0,0,4136.51,60,0,0,1,2,3,2,2,0,0,1,0,0,0,1,0,0,1,0,0,0.415,0.073,0
35,0.3,1,1,4,1,1839.99,1,0,1,0.0,0,1,826.99,1673.99,0.0,0.0,0.0,2606.52,0,0,5459.18,24,0,1,0,4,2,1,2,0,0,1,1,0,1,0,0,0,2,0,0,2.024,0.55,0
58,0.7,1,0,3,0,0.0,0,1,0,0.7,0,1,2078.23,2063.68,4773.4,310.49,0.149,10186.86,0,0,8420.26,24,1,1,0,1,4,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0.993,0.338,0
39,13.2,0,0,1,0,0.0,0,1,0,6.7,1,0,4273.54,3060.76,22684.96,382.77,0.09,1214.57,0,0,8585.09,36,1,0,1,4,4,4,4,0,1,0,0,0,0,1,0,0,1,0,0,0.716,0.167,0
59,3.4,0,0,3,1,2105.99,1,1,0,12.3,1,0,2447.36,2122.34,36206.09,1199.56,0.49,5135.89,0,0,15518.51,36,0,0,0,4,2,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0.867,0.528,0
53,3.7,0,0,2,0,0.0,0,0,1,0.0,0,1,520.33,876.42,20389.56,498.7,0.958,2992.02,0,0,3614.69,12,0,1,0,1,3,4,2,0,0,0,1,1,0,0,0,0,2,0,1,1.684,0.579,1
25,2.6,0,0,4,1,3105.28,1,1,0,5.5,1,0,2795.21,3128.68,0.0,0.0,0.0,5695.37,0,0,7394.88,84,0,1,1,1,1,1,2,0,0,1,0,0,0,1,0,0,1,0,0,1.119,0.22,0
20,2.3,0,0,2,1,2500.46,1,1,0,2.7,0,0,3022.37,1942.85,0.0,0.0,0.0,1418.35,0,0,1143.25,36,0,0,1,3,4,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0.643,0.032,0
44,4.9,0,1,1,0,0.0,0,1,0,5.0,0,0,2904.32,2259.25,0.0,0.0,0.0,3091.11,0,0,2234.94,60,1,0,0,4,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0.778,0.064,0
26,0.2,1,1,3,1,3922.71,1,1,0,0.1,0,1,4084.06,3544.29,0.0,0.0,0.0,7654.0,0,0,5721.71,36,1,0,1,2,5,3,3,0,0,0,1,0,0,1,1,0,3,1,0,0.868,0.117,0
33,2.4,0,1,2,0,0.0,0,1,0,7.0,1,0,3622.6,3105.59,43113.98,1171.26,0.323,1317.75,0,0,4545.9,48,0,1,0,4,5,4,4,1,1,0,0,0,0,0,1,1,2,0,0,0.857,0.105,0
66,25.0,0,0,1,0,0.0,0,1,0,0.3,0,1,2307.72,1720.5,0.0,0.0,0.0,1111.75,0,0,4764.09,84,0,0,1,1,2,1,1,0,0,1,1,0,0,1,0,0,2,0,0,0.746,0.172,0
38,13.1,0,1,0,1,2677.9,1,1,0,1.2,0,1,3160.61,1727.49,0.0,0.0,0.0,5927.8,1,0,4843.86,24,0,0,0,4,3,3,5,0,0,0,1,0,0,0,0,0,1,0,0,0.547,0.128,0
18,0.0,1,0,1,1,3535.72,1,1,0,2.4,0,0,3695.44,2663.18,40186.76,1273.14,0.345,8616.07,0,0,9025.33,24,0,0,0,3,5,4,4,0,0,0,0,0,0,0,1,0,1,0,0,0.721,0.204,0
53,1.0,0,1,2,0,0.0,0,1,0,1.8,0,1,3293.34,1960.37,0.0,0.0,0.0,309.01,0,0,2663.66,48,1,0,1,3,3,2,5,1,0,1,1,0,0,1,0,1,3,1,0,0.595,0.067,0
30,4.1,0,0,2,1,2600.61,1,0,0,2.3,0,0,1251.31,1386.96,41404.6,958.06,0.766,6317.63,0,0,3719.71,24,0,0,0,5,4,4,5,0,1,0,0,1,1,0,0,0,2,0,1,1.108,0.248,0
60,4.9,0,0,1,0,0.0,0,1,0,2.0,0,0,3572.09,1884.98,0.0,0.0,0.0,1251.59,0,0,17937.14,36,0,0,0,3,4,5,5,1,0,0,0,0,0,0,0,1,1,0,0,0.528,0.418,0
33,0.7,1,0,2,1,3580.68,1,1,0,4.9,0,0,2590.33,1926.81,0.0,0.0,0.0,9990.83,0,0,2549.02,48,0,0,0,3,3,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0.744,0.082,0
43,1.9,0,0,1,1,2771.62,1,0,0,2.0,0,0,1160.07,927.17,9624.28,167.43,0.144,8693.6,1,1,6096.0,24,0,0,0,3,2,3,4,1,0,0,0,0,1,0,0,1,2,0,0,0.799,0.438,0
35,3.0,0,1,0,0,0.0,0,1,0,0.1,0,1,4072.18,1868.28,0.0,0.0,0.0,1099.67,0,0,3169.74,24,0,0,0,5,2,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0.459,0.065,0
39,8.5,0,0,2,0,0.0,0,1,0,2.5,0,0,4627.12,3253.48,35172.33,620.18,0.134,627.44,0,0,11918.53,24,0,0,0,3,1,5,3,1,0,0,0,0,0,0,0,1,1,0,0,0.703,0.215,0
33,0.2,1,0,0,1,2060.48,1,1,0,0.3,0,1,3649.8,1966.38,0.0,0.0,0.0,5999.52,0,0,3271.9,48,1,0,0,5,1,2,5,0,0,1,1,0,0,0,0,0,1,0,0,0.539,0.075,0
30,0.4,1,0,0,1,1567.87,1,0,0,5.0,1,0,1700.38,759.75,0.0,0.0,0.0,2107.79,0,0,26513.86,84,0,0,0,5,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.447,1.299,0
35,1.2,0,1,1,0,0.0,0,1,0,5.6,1,0,1470.91,983.08,27617.62,1067.52,0.726,5360.01,0,0,3151.62,84,0,0,0,3,1,1,2,1,0,1,0,1,0,0,0,1,2,0,1,0.668,0.179,0
51,4.7,0,1,0,0,0.0,0,0,0,3.2,0,0,2471.56,1638.06,0.0,0.0,0.0,7144.27,0,0,9014.01,24,1,0,1,3,5,1,1,0,0,1,0,0,0,1,1,0,2,0,0,0.663,0.304,0
26,1.3,0,1,0,0,0.0,0,1,0,2.7,0,0,4162.03,2067.28,35569.75,1287.7,0.309,2872.21,0,0,2218.5,12,0,0,1,2,2,3,4,1,0,0,0,0,0,1,0,1,2,0,0,0.497,0.044,0
59,3.3,0,1,1,0,0.0,0,0,1,0.0,0,1,348.72,479.85,0.0,0.0,0.0,3589.49,0,0,7805.3,24,0,0,0,5,4,5,2,0,1,0,1,0,0,0,0,0,1,0,0,1.376,1.865,0
42,0.3,1,1,2,1,2184.92,1,0,0,0.5,0,1,1465.93,1335.68,26138.02,447.29,0.305,465.64,0,0,6859.34,12,0,0,0,1,4,5,1,1,0,0,1,0,0,0,0,1,2,0,0,0.911,0.39,1
43,0.6,1,0,2,0,0.0,0,0,0,1.1,0,1,1953.36,1650.95,0.0,0.0,0.0,3003.1,0,0,5309.1,72,0,0,0,5,3,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0.845,0.226,0
59,4.0,0,0,2,1,2316.09,1,0,1,0.0,0,1,473.55,831.77,0.0,0.0,0.0,1184.02,0,0,5456.68,24,0,0,0,3,3,5,3,0,0,0,1,0,1,0,0,0,2,0,0,1.756,0.96,0
46,0.6,1,1,1,1,2402.47,1,1,0,0.2,0,1,2294.9,1883.41,36514.77,2233.81,0.973,13250.12,0,0,10542.68,24,0,1,0,5,5,2,1,0,1,1,1,1,0,0,1,0,3,1,1,0.821,0.383,0
37,0.5,1,1,1,1,2527.72,1,1,0,11.3,1,0,2617.51,1967.07,31202.38,841.84,0.322,3659.17,0,0,28676.36,72,0,1,1,3,3,1,1,1,0,1,0,0,0,1,0,1,2,0,0,0.752,0.913,0
33,9.1,0,1,0,1,3287.18,1,0,0,2.2,0,0,1269.8,568.85,35694.49,986.77,0.777,782.92,0,0,10058.63,72,1,1,1,3,3,4,1,1,0,0,0,1,1,1,0,1,4,1,1,0.448,0.66,1
44,0.5,1,0,0,1,1423.42,1,1,0,1.1,0,1,2789.15,1788.77,0.0,0.0,0.0,1890.96,0,0,10732.52,36,0,0,0,4,4,2,5,1,1,1,1,0,0,0,0,1,2,0,0,0.641,0.321,0
41,14.4,0,0,2,1,1746.48,1,0,0,2.6,0,0,2712.91,1917.7,0.0,0.0,0.0,2144.1,0,0,4073.4,24,0,0,0,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.707,0.125,0
51,2.8,0,1,3,1,2525.13,1,1,0,1.1,0,1,3165.1,2846.01,0.0,0.0,0.0,3272.92,0,0,17237.24,36,0,0,0,1,4,4,3,0,0,0,1,0,0,0,0,0,1,0,0,0.899,0.454,0
34,0.2,1,0,2,0,0.0,0,1,0,4.2,0,0,4286.68,3452.1,0.0,0.0,0.0,5044.82,0,0,3059.91,36,0,0,0,5,5,2,3,0,1,1,0,0,0,0,1,0,1,0,0,0.805,0.059,0
47,1.7,0,0,2,1,2173.07,1,0,0,1.5,0,1,2423.86,2289.31,27590.56,574.84,0.237,4221.94,0,0,9840.66,12,0,0,1,4,2,2,4,0,0,1,1,0,0,1,0,0,2,0,0,0.944,0.338,0
27,9.2,0,0,4,0,0.0,0,0,0,0.2,0,1,2762.17,3076.8,0.0,0.0,0.0,258.99,0,0,7880.98,24,1,1,0,1,3,3,2,0,0,0,1,0,0,0,0,0,1,0,0,1.114,0.238,0
57,1.4,0,0,2,1,3110.26,1,1,0,5.1,1,0,3527.35,2053.52,0.0,0.0,0.0,6250.56,0,0,12478.35,24,0,0,1,2,4,1,5,0,0,1,0,0,0,1,0,0,1,0,0,0.582,0.295,0
43,0.6,1,0,2,1,3405.86,1,1,0,2.1,0,0,2007.8,1415.31,44272.79,1126.84,0.561,131.06,0,0,24970.11,36,1,1,0,3,3,1,2,0,0,1,0,1,1,0,0,0,2,0,0,0.705,1.036,1
22,4.9,0,1,4,1,1795.46,1,0,0,0.4,0,1,2499.51,2692.11,0.0,0.0,0.0,612.11,0,0,4385.64,84,0,0,0,1,4,1,2,0,0,1,1,0,0,0,0,0,1,0,0,1.077,0.146,1
35,4.8,0,0,0,1,2088.8,1,1,0,4.5,0,0,2721.87,1127.05,0.0,0.0,0.0,1489.75,0,0,7327.63,36,0,0,0,2,2,4,4,1,0,0,0,0,0,0,0,1,1,0,0,0.414,0.224,0
33,4.1,0,0,2,0,0.0,0,1,0,5.6,1,0,3867.58,2543.76,0.0,0.0,0.0,2448.24,0,0,15431.07,36,0,0,0,5,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.658,0.332,0
38,6.4,0,1,2,0,0.0,0,0,0,1.3,0,1,2711.45,1893.61,0.0,0.0,0.0,9811.52,0,0,7118.92,24,1,0,0,2,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0.698,0.219,0
35,0.4,1,1,1,0,0.0,0,0,0,17.5,1,0,1952.45,1432.72,0.0,0.0,0.0,8388.94,0,0,18933.49,84,1,0,1,5,1,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0.734,0.808,0
37,5.0,0,1,0,1,2550.66,1,1,0,6.2,1,0,2087.17,1208.76,20361.59,441.75,0.212,5610.89,0,0,7810.4,72,0,0,0,1,5,1,4,0,0,1,0,0,0,0,1,0,1,0,0,0.579,0.312,0
51,21.5,0,1,1,1,315.5,1,1,0,0.8,0,1,2643.24,1497.69,45928.18,808.64,0.306,4535.83,0,0,16322.93,12,1,1,1,4,5,5,2,0,1,0,1,0,0,1,1,0,3,1,0,0.567,0.515,1
31,2.9,0,1,3,0,0.0,0,0,0,0.5,0,1,800.0,1230.05,0.0,0.0,0.0,307.58,0,0,4009.55,48,0,0,0,3,4,5,4,0,0,0,1,0,0,0,0,0,1,0,0,1.538,0.418,0
44,6.9,0,0,0,1,5137.37,1,0,0,11.3,1,0,842.43,451.6,0.0,0.0,0.0,3619.96,0,0,5514.9,24,0,0,0,3,2,5,3,0,0,0,0,0,1,0,0,0,1,0,0,0.536,0.546,0
45,1.5,0,1,2,1,3378.34,1,1,0,6.2,1,0,2747.75,2430.19,37094.7,1368.96,0.498,1776.32,0,0,13780.55,12,0,0,1,5,2,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0.884,0.418,0
44,4.9,0,0,1,0,0.0,0,1,0,4.8,0,0,1735.66,1509.85,0.0,0.0,0.0,510.55,0,0,5994.4,36,1,0,1,1,5,5,5,0,0,0,0,0,0,1,1,0,2,0,0,0.87,0.288,0
51,0.1,1,0,2,1,2223.44,1,1,0,2.8,0,0,4973.73,3743.71,18395.99,306.73,0.062,9441.31,0,0,4312.95,24,0,0,1,2,5,3,1,0,0,0,0,0,0,1,1,0,2,0,0,0.753,0.072,0
43,0.8,1,1,2,1,1947.45,1,1,0,7.7,1,0,3775.18,2587.76,36760.55,868.8,0.23,7955.0,0,0,12874.04,12,0,0,0,1,1,2,5,1,0,1,0,0,0,0,0,1,1,0,0,0.685,0.284,0
37,2.6,0,1,0,1,1017.32,1,0,0,16.0,1,0,2101.91,868.25,0.0,0.0,0.0,670.28,0,0,1720.88,12,0,0,1,4,1,5,2,0,0,0,0,0,0,1,0,0,1,0,0,0.413,0.068,0
42,2.4,0,0,1,0,0.0,0,0,0,6.9,1,0,1987.51,1293.8,48357.62,3108.95,1.564,1536.05,0,0,4220.09,24,0,0,1,3,1,4,5,0,0,0,0,1,0,1,0,0,2,0,1,0.651,0.177,0
42,7.4,0,0,0,1,3136.95,1,0,0,1.1,0,1,2288.64,1486.94,0.0,0.0,0.0,9964.63,0,0,22913.21,12,0,0,1,3,5,4,3,0,0,0,1,0,0,1,1,0,3,1,0,0.65,0.834,1
51,6.6,0,0,2,0,0.0,0,0,0,20.5,1,0,2679.07,2079.86,41916.15,703.23,0.262,4878.79,0,0,6748.11,36,0,0,1,3,2,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0.776,0.21,0
49,5.6,0,0,3,1,4226.72,1,1,0,6.8,1,0,2939.74,2482.99,18915.36,367.98,0.125,2099.32,0,0,3267.64,24,0,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.845,0.093,0
70,2.0,0,0,3,0,0.0,0,1,0,5.0,1,0,3981.82,2616.58,0.0,0.0,0.0,4308.08,0,0,2644.72,36,1,0,1,5,4,3,5,1,1,0,0,0,0,1,0,1,2,0,0,0.657,0.055,0
28,3.6,0,1,0,0,0.0,0,1,0,2.2,0,0,2815.32,1163.08,12548.41,243.89,0.087,2884.02,0,0,4224.36,12,0,0,0,3,5,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0.413,0.125,0
50,0.1,1,0,1,0,0.0,0,1,0,6.3,1,0,4564.32,3059.6,0.0,0.0,0.0,10501.55,0,0,7850.53,36,0,0,1,5,4,2,4,0,1,1,0,0,0,1,0,0,1,0,0,0.67,0.143,0
41,3.8,0,0,0,1,2742.63,1,1,0,5.7,1,0,2397.44,1566.4,0.0,0.0,0.0,8832.83,0,0,3002.23,24,1,0,1,1,4,3,2,1,0,0,0,0,0,1,0,1,2,0,0,0.653,0.104,0
63,1.0,1,1,0,1,1991.75,1,1,0,2.4,0,0,2036.5,1222.43,31108.47,667.12,0.328,460.61,0,0,10914.76,24,0,0,0,4,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0.6,0.447,1
38,9.1,0,0,3,0,0.0,0,1,0,4.1,0,0,1000.0,1472.35,0.0,0.0,0.0,5437.61,0,0,11607.64,24,1,0,0,4,2,2,5,0,0,1,0,0,0,0,0,0,0,0,0,1.472,0.967,0
28,2.8,0,0,0,0,0.0,0,1,0,1.1,0,1,3176.77,1443.27,0.0,0.0,0.0,11753.76,0,0,5652.98,36,1,0,0,2,2,1,5,0,0,1,1,0,0,0,0,0,1,0,0,0.454,0.148,0
50,12.0,0,0,1,1,2583.57,1,1,0,5.9,1,0,2854.73,2238.98,0.0,0.0,0.0,114.5,0,0,11943.9,24,0,0,0,3,3,5,2,1,0,0,0,0,0,0,0,1,1,0,0,0.784,0.349,0
31,3.0,0,0,2,1,3422.76,1,1,0,0.6,0,1,2072.19,1770.61,0.0,0.0,0.0,14107.62,0,0,2553.61,60,0,1,0,4,5,1,4,0,1,1,1,0,1,0,1,0,3,1,0,0.854,0.103,0
51,4.1,0,0,1,1,2541.9,1,1,0,1.1,0,1,4163.49,3157.1,0.0,0.0,0.0,8255.68,0,0,13819.49,84,1,0,1,1,2,1,3,0,0,1,1,0,0,1,0,0,2,0,0,0.758,0.277,0
23,3.9,0,0,3,0,0.0,0,1,0,3.0,0,0,2991.96,2907.76,43060.78,2155.5,0.72,11556.8,0,0,1519.75,12,0,1,0,2,5,3,3,0,0,0,0,1,0,0,1,0,2,0,1,0.972,0.042,0
54,0.3,1,1,0,0,0.0,0,1,0,2.4,0,0,1526.16,751.24,46871.96,868.99,0.569,3695.24,1,0,1362.51,12,0,1,0,1,3,3,5,0,0,0,0,1,0,0,0,0,1,0,0,0.492,0.074,1
31,11.1,0,0,2,1,2094.56,1,1,0,9.4,1,0,2071.09,2021.72,0.0,0.0,0.0,2173.63,0,0,8526.56,12,0,0,0,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.976,0.343,0
40,5.7,0,0,0,1,2943.89,1,1,0,15.7,1,0,3785.92,1543.05,0.0,0.0,0.0,1506.15,0,0,19429.76,60,1,0,0,2,4,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0.408,0.428,0
24,6.2,0,1,1,0,0.0,0,1,0,0.7,0,1,1239.43,978.36,15873.64,265.96,0.215,1302.47,0,0,4692.82,36,1,0,1,2,5,1,1,1,0,1,1,0,0,1,1,1,4,1,0,0.789,0.316,0
55,5.1,0,0,0,0,0.0,0,1,0,0.4,0,1,1827.09,789.84,38276.84,1395.21,0.764,3363.52,1,0,10539.4,36,1,0,1,1,2,5,5,0,0,0,1,1,0,1,0,0,3,1,1,0.432,0.481,0
32,8.2,0,1,1,1,3039.3,1,1,0,29.6,1,0,4111.23,2877.42,5072.38,162.9,0.04,450.57,0,0,10967.5,24,0,0,0,1,4,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0.7,0.222,0
42,4.3,0,1,0,1,2314.49,1,1,0,1.9,0,1,2787.52,1483.7,0.0,0.0,0.0,5225.4,0,0,4534.01,48,0,0,0,3,5,1,5,0,0,1,1,0,0,0,1,0,2,0,0,0.532,0.136,0
43,5.8,0,0,0,0,0.0,0,1,0,19.2,1,0,2625.44,1795.34,38070.2,852.87,0.325,7070.36,0,0,12441.11,36,1,0,0,3,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.684,0.395,0
27,2.2,0,1,2,0,0.0,0,0,0,7.7,1,0,2650.62,2341.58,0.0,0.0,0.0,773.73,0,0,6993.71,12,0,1,0,4,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0.883,0.22,0
31,6.2,0,1,3,0,0.0,0,0,0,2.4,0,0,1600.16,1678.93,12210.24,530.89,0.332,1821.11,0,0,8625.26,60,0,0,0,3,5,3,5,0,0,0,0,0,0,0,1,0,1,0,0,1.049,0.449,0
64,2.4,0,1,2,1,2169.8,1,0,1,0.0,0,1,991.79,1251.25,0.0,0.0,0.0,7791.4,0,0,1659.95,36,0,1,1,4,5,5,5,0,1,0,1,0,1,1,1,0,4,1,0,1.262,0.139,1
18,0.0,1,0,2,1,3746.9,1,1,0,2.0,0,1,3522.97,2395.31,0.0,0.0,0.0,5298.97,0,0,4641.48,84,1,0,0,1,2,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0.68,0.11,0
37,2.1,0,1,0,1,2361.16,1,0,0,1.4,0,1,1022.92,618.16,31097.29,673.66,0.659,1562.03,1,0,10644.11,48,0,0,1,5,3,3,5,0,0,0,1,1,1,1,0,0,4,1,1,0.604,0.867,1
31,2.1,0,0,1,1,4431.96,1,1,0,8.5,1,0,2131.49,1507.62,0.0,0.0,0.0,180.64,0,0,18750.5,60,0,0,1,4,2,5,1,1,0,0,0,0,1,1,0,1,3,1,0,0.707,0.733,0
65,4.2,0,0,2,0,0.0,0,1,0,5.6,1,0,2460.19,1810.18,11567.96,283.48,0.115,4237.89,0,0,22183.55,24,0,0,0,1,4,1,3,1,0,1,0,0,0,0,0,1,1,0,0,0.736,0.751,0
32,2.9,0,1,1,0,0.0,0,1,0,0.7,0,1,1578.24,999.75,0.0,0.0,0.0,892.86,0,0,6500.88,24,0,0,0,3,4,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0.633,0.343,0
19,1.1,0,0,0,0,0.0,0,1,0,9.8,1,0,4419.35,1849.21,0.0,0.0,0.0,11181.73,0,0,1821.22,36,0,0,0,2,5,3,5,0,0,0,0,0,0,0,1,0,1,0,0,0.418,0.034,0
46,3.7,0,1,2,1,1592.06,1,1,0,1.5,0,1,3286.72,2821.49,28537.61,1184.2,0.36,587.68,0,0,4020.82,24,1,0,1,4,5,3,3,0,1,0,1,0,0,1,1,0,3,1,0,0.858,0.102,0
56,1.7,0,0,1,1,3822.27,1,1,0,2.0,0,1,4113.52,1971.53,0.0,0.0,0.0,1539.79,0,0,6482.86,36,1,0,0,5,1,3,3,0,0,0,1,0,0,0,0,0,1,0,0,0.479,0.131,0
30,0.1,1,0,2,0,0.0,0,1,0,0.6,0,1,2745.11,2478.17,0.0,0.0,0.0,496.87,0,0,3196.27,84,1,0,0,5,5,2,3,0,1,1,1,0,0,0,1,0,2,0,0,0.903,0.097,0
47,1.3,0,0,1,1,2006.27,1,1,0,0.1,0,1,4896.08,3346.38,0.0,0.0,0.0,510.27,0,0,7693.03,24,1,0,0,4,1,3,5,1,0,0,1,0,0,0,0,1,2,0,0,0.683,0.131,0
64,3.5,0,1,3,0,0.0,0,0,0,3.3,0,0,1341.68,1619.14,6470.74,119.04,0.089,5556.41,0,0,4944.1,12,0,0,0,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1.207,0.307,0
42,3.1,0,1,3,0,0.0,0,0,0,1.0,0,1,1375.79,1573.28,22163.59,372.2,0.271,824.04,0,0,9442.03,48,0,0,0,4,5,3,2,0,1,0,1,0,0,0,1,0,2,0,0,1.144,0.572,1
40,18.6,0,1,1,1,1793.14,1,0,1,0.0,0,1,908.34,667.79,32103.75,715.07,0.787,4226.45,0,0,5001.63,12,1,0,1,1,2,2,3,0,0,1,1,1,1,1,0,0,4,1,1,0.735,0.459,1
44,7.8,0,1,1,1,2904.58,1,1,0,1.4,0,1,2453.64,1414.97,0.0,0.0,0.0,5325.97,0,0,5067.4,36,1,0,0,4,3,2,3,0,0,1,1,0,0,0,0,0,1,0,0,0.577,0.172,0
37,4.7,0,0,0,1,1995.32,1,0,1,0.0,0,1,942.29,426.7,4869.52,89.52,0.095,5606.74,0,0,5293.17,24,1,0,0,5,5,3,2,0,1,0,1,0,1,0,1,0,3,1,0,0.453,0.468,1
41,1.2,0,1,3,0,0.0,0,0,0,2.6,0,0,1907.22,2039.36,0.0,0.0,0.0,5945.69,0,0,3646.9,60,0,1,0,3,5,2,5,0,0,1,0,0,0,0,1,0,1,0,0,1.069,0.159,0
26,6.6,0,0,0,1,2491.12,1,1,0,6.0,1,0,4404.31,2434.62,0.0,0.0,0.0,26386.88,0,0,10381.69,48,1,0,0,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.553,0.196,0
42,7.0,0,0,1,1,3017.5,1,1,0,7.0,1,0,5138.06,2822.98,0.0,0.0,0.0,3185.9,0,0,2892.53,48,0,0,0,2,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0.549,0.047,0
38,3.6,0,1,2,0,0.0,0,0,1,0.0,0,1,593.12,923.67,0.0,0.0,0.0,7268.33,0,0,2525.45,36,0,0,1,3,5,5,5,0,0,0,1,0,0,1,1,0,3,1,0,1.557,0.355,1
32,1.0,1,1,2,1,2136.08,1,1,0,3.3,0,0,2180.27,1975.36,0.0,0.0,0.0,3780.83,0,0,7958.76,36,1,0,0,4,5,3,1,1,1,0,0,0,0,0,1,1,2,0,0,0.906,0.304,0
60,0.1,1,1,1,1,2673.09,1,1,0,0.8,0,1,1859.8,1516.94,0.0,0.0,0.0,5123.72,0,0,1724.14,60,1,0,0,3,5,4,4,1,0,0,1,0,0,0,1,1,3,1,0,0.816,0.077,0
51,32.1,0,0,1,1,4371.06,1,1,0,0.5,0,1,2239.27,1446.38,0.0,0.0,0.0,3965.26,1,1,6014.44,24,0,0,1,4,5,2,3,0,1,1,1,0,1,1,1,0,4,1,0,0.646,0.224,1
23,5.5,0,1,2,1,898.62,1,0,0,11.7,1,0,1947.75,1815.53,0.0,0.0,0.0,962.87,0,0,2893.58,24,0,0,0,3,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0.932,0.124,0
40,2.4,0,1,1,1,2385.22,1,1,0,1.8,0,1,3735.47,2675.29,22926.08,750.35,0.201,1065.48,1,0,5032.62,48,0,0,1,5,3,3,4,0,0,0,1,0,0,1,0,0,2,0,0,0.716,0.112,0
32,3.8,0,0,1,1,4617.17,1,1,0,0.4,0,1,2436.25,1793.93,0.0,0.0,0.0,6244.5,0,0,14828.22,12,0,0,0,1,1,2,5,0,0,1,1,0,1,0,0,0,2,0,0,0.736,0.507,0
64,4.8,0,0,1,0,0.0,0,1,0,7.1,1,0,3080.81,2423.83,12461.14,859.87,0.279,7075.4,0,0,7411.95,36,0,0,0,4,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0.787,0.2,0
47,5.0,0,0,2,0,0.0,0,1,0,0.1,0,1,4850.77,2805.16,0.0,0.0,0.0,1239.3,0,0,1222.2,24,1,0,0,5,2,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0.578,0.021,0
45,0.3,1,0,2,0,0.0,0,1,0,13.0,1,0,2344.72,2192.75,0.0,0.0,0.0,2502.27,0,0,5827.68,12,1,0,0,3,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0.935,0.207,0
53,0.9,1,0,2,0,0.0,0,1,0,0.7,0,1,4657.27,2625.71,21094.07,473.46,0.102,1890.49,0,0,1246.76,36,0,0,0,2,5,3,5,0,0,0,1,0,0,0,1,0,2,0,0,0.564,0.022,0
22,1.7,0,1,1,1,2295.04,1,1,0,0.9,0,1,3153.59,2314.24,0.0,0.0,0.0,2447.86,0,0,3108.3,24,0,0,0,4,5,3,1,0,1,0,1,0,0,0,1,0,2,0,0,0.734,0.082,0
